시가,고가,저가,거래량,종가
59300.0,59400.0,58200.0,16017098.0,59000.0
60200.0,60800.0,59900.0,20648281.0,60400.0
60900.0,61000.0,60500.0,17877075.0,61000.0
61100.0,61300.0,60600.0,17041444.0,61000.0
60700.0,60800.0,59300.0,25108356.0,59500.0
59800.0,59900.0,59100.0,18884571.0,59300.0
59100.0,60000.0,59000.0,15140387.0,59200.0
59100.0,59700.0,57800.0,20830381.0,58200.0
58400.0,58800.0,57400.0,20111398.0,58600.0
57700.0,58600.0,57600.0,17564020.0,57800.0
57700.0,58200.0,57700.0,11444683.0,57900.0
58300.0,58800.0,57900.0,12614080.0,58200.0
58300.0,59000.0,58200.0,15503563.0,58200.0
57500.0,59200.0,57500.0,20228289.0,58700.0
59400.0,59900.0,58700.0,14463826.0,59000.0
58700.0,59900.0,58500.0,14861838.0,59900.0
60500.0,60700.0,59500.0,24589924.0,59700.0
60000.0,60400.0,59900.0,16145837.0,60400.0
61000.0,61400.0,60400.0,19247631.0,60900.0
61000.0,61100.0,60500.0,16086716.0,60900.0
60700.0,60800.0,59700.0,17756232.0,60000.0
60000.0,60400.0,59000.0,16554190.0,59500.0
59600.0,60200.0,59500.0,14474985.0,60000.0
60300.0,60900.0,60100.0,19326115.0,60900.0
61200.0,61500.0,60600.0,15703443.0,60900.0
60300.0,60500.0,59800.0,14294095.0,60100.0
60400.0,60400.0,59800.0,9322232.0,60200.0
60400.0,61100.0,60100.0,13268226.0,60400.0
60300.0,60300.0,59500.0,17260416.0,59800.0
59400.0,59400.0,58800.0,14428882.0,59000.0
58200.0,58500.0,57500.0,22636966.0,58100.0
58000.0,58000.0,56600.0,26907844.0,56600.0
56400.0,57500.0,56000.0,20489076.0,57400.0
57900.0,58900.0,57600.0,14950919.0,58800.0
58900.0,59000.0,57800.0,21718561.0,58500.0
59000.0,60300.0,58800.0,20639475.0,60300.0
60700.0,60800.0,59600.0,16910230.0,60100.0
60700.0,60900.0,60100.0,15892961.0,60200.0
60500.0,60500.0,59500.0,19073552.0,60200.0
60700.0,61400.0,60400.0,25628510.0,61300.0
61000.0,61400.0,60700.0,19800573.0,61000.0
61300.0,63200.0,61000.0,31508829.0,63200.0
64000.0,66700.0,63900.0,36354334.0,66300.0
67000.0,67000.0,65600.0,30204089.0,65700.0
65700.0,66200.0,64700.0,22963790.0,64800.0
64100.0,64800.0,63900.0,16590290.0,64600.0
63900.0,65200.0,63900.0,15068682.0,64700.0
64800.0,67800.0,64700.0,27134398.0,67500.0
67900.0,69500.0,67000.0,32158235.0,67700.0
67900.0,68300.0,66500.0,32447065.0,66600.0
66100.0,68000.0,66000.0,19023323.0,68000.0
68000.0,68400.0,67600.0,14063434.0,68200.0
68400.0,68600.0,66700.0,43811016.0,66700.0
67100.0,68300.0,67100.0,22327173.0,67800.0
68400.0,69900.0,68300.0,29703942.0,69500.0
70100.0,70500.0,69300.0,23677989.0,69700.0
70400.0,72100.0,70100.0,28130533.0,71500.0
72400.0,73500.0,71900.0,28490496.0,72900.0
72200.0,72900.0,71600.0,25000338.0,71700.0
72100.0,73900.0,72000.0,24077996.0,73900.0
72700.0,73800.0,72500.0,39882928.0,72900.0
73500.0,73800.0,73100.0,18486672.0,73400.0
73600.0,74500.0,73200.0,21453578.0,73800.0
