시가,고가,저가,거래량,종가
41400.0,43000.0,41000.0,14205190.0,42350.0
42900.0,43350.0,41700.0,17621480.0,42400.0
42450.0,42950.0,42150.0,13423132.0,42150.0
43050.0,44250.0,42800.0,16517112.0,44150.0
43750.0,43800.0,42900.0,9426777.0,43800.0
43750.0,43800.0,42950.0,7713625.0,43750.0
43600.0,44500.0,43400.0,11553998.0,44000.0
44900.0,45050.0,44050.0,12617397.0,44050.0
44450.0,44850.0,43900.0,7318500.0,44300.0
43850.0,45250.0,43700.0,8552566.0,45200.0
43900.0,44500.0,43400.0,9311126.0,44500.0
44500.0,44500.0,43800.0,6783344.0,44100.0
44050.0,44350.0,43500.0,5864067.0,44250.0
44600.0,44750.0,43700.0,7777124.0,44000.0
44050.0,44250.0,43450.0,7538720.0,43650.0
42450.0,43000.0,42100.0,9420664.0,42800.0
41800.0,42300.0,41800.0,10769589.0,42100.0
42000.0,42650.0,42000.0,5970796.0,42450.0
42450.0,42600.0,41900.0,5192638.0,42400.0
42150.0,42800.0,42100.0,6613009.0,42600.0
42900.0,43100.0,42500.0,8367091.0,43050.0
42800.0,43200.0,42750.0,6943099.0,43150.0
43850.0,43850.0,42900.0,8473511.0,43150.0
43450.0,44000.0,41750.0,19775519.0,41850.0
42750.0,43400.0,42400.0,12110702.0,43250.0
42650.0,42900.0,41900.0,14347746.0,42150.0
40900.0,41750.0,40850.0,12631983.0,41450.0
40600.0,41100.0,40450.0,14251826.0,40500.0
40900.0,41400.0,40850.0,11433083.0,40950.0
40450.0,40650.0,40000.0,14892263.0,40200.0
40600.0,40700.0,40200.0,10638766.0,40250.0
40250.0,40700.0,40150.0,12024279.0,40450.0
40650.0,40750.0,40000.0,26254646.0,40000.0
40200.0,40200.0,38700.0,19671783.0,38950.0
38650.0,39600.0,38650.0,11532968.0,39150.0
38300.0,39200.0,38300.0,11042101.0,38900.0
38900.0,39350.0,38850.0,9942037.0,39100.0
38600.0,39100.0,38500.0,11937617.0,38650.0
38200.0,38650.0,38100.0,14947080.0,38650.0
38500.0,39050.0,38300.0,9729530.0,38800.0
38400.0,38750.0,38300.0,12707675.0,38350.0
38700.0,38800.0,38100.0,10510643.0,38250.0
38250.0,38900.0,38200.0,9900267.0,38700.0
39400.0,39400.0,38550.0,7847664.0,38750.0
38300.0,38550.0,37450.0,12471493.0,37600.0
37450.0,37600.0,36850.0,14108958.0,37450.0
38000.0,38900.0,37800.0,12748997.0,38750.0
38000.0,39200.0,37950.0,12756554.0,38100.0
38650.0,39600.0,38300.0,17452708.0,39600.0
40000.0,40150.0,39600.0,14731699.0,39800.0
40350.0,40550.0,39950.0,11661063.0,40500.0
40450.0,40700.0,39850.0,11984996.0,40050.0
40050.0,41100.0,39850.0,11492756.0,41100.0
41150.0,41450.0,40700.0,8491595.0,41450.0
41700.0,42100.0,41450.0,11736903.0,41950.0
42000.0,42400.0,41950.0,11029256.0,42300.0
42700.0,42750.0,41900.0,11355701.0,42750.0
42750.0,42850.0,41850.0,9964356.0,42150.0
41350.0,42250.0,41350.0,11071079.0,42000.0
43050.0,43100.0,42350.0,14747623.0,43050.0
44300.0,44750.0,43750.0,22789395.0,44750.0
45000.0,45500.0,44600.0,17998914.0,45050.0
45050.0,45500.0,44350.0,16215017.0,45500.0
44800.0,46400.0,44800.0,17505980.0,46400.0
46650.0,47050.0,46150.0,21621145.0,46150.0
46650.0,46950.0,46250.0,13832454.0,46350.0
46800.0,47100.0,46200.0,15872001.0,46200.0
45700.0,45700.0,44650.0,12689196.0,44800.0
44500.0,45000.0,44250.0,11125044.0,45000.0
44650.0,46250.0,44650.0,13184367.0,46050.0
46400.0,46700.0,46000.0,11299738.0,46200.0
46600.0,47500.0,46150.0,17259341.0,47500.0
46750.0,46850.0,45650.0,10554643.0,46050.0
46500.0,46850.0,45850.0,8183728.0,46200.0
45850.0,46150.0,45450.0,6741395.0,45950.0
46750.0,47100.0,46500.0,11506720.0,46900.0
46500.0,47200.0,46200.0,8694009.0,46950.0
46500.0,47150.0,46450.0,6895772.0,47150.0
47400.0,47550.0,47050.0,7484716.0,47350.0
47350.0,47450.0,46500.0,7985547.0,46750.0
47000.0,47250.0,46750.0,8045211.0,46750.0
46400.0,46500.0,45100.0,23569321.0,45100.0
46000.0,46100.0,44800.0,12926539.0,44850.0
44600.0,45100.0,44150.0,10612405.0,44250.0
44000.0,44300.0,43700.0,10202544.0,44000.0
43400.0,44950.0,43400.0,11049749.0,44450.0
44450.0,44800.0,43800.0,7729069.0,43800.0
44400.0,44450.0,43650.0,10717408.0,43650.0
44300.0,44950.0,44150.0,11431977.0,44650.0
44250.0,44450.0,43700.0,8108343.0,43850.0
43700.0,44300.0,43550.0,18039161.0,43850.0
43800.0,44250.0,43700.0,16814163.0,44200.0
43950.0,44150.0,43450.0,8188876.0,43700.0
43750.0,43900.0,43550.0,7609563.0,43900.0
43800.0,44200.0,43100.0,9846242.0,44050.0
44600.0,46250.0,44050.0,21138016.0,45850.0
46850.0,47000.0,46250.0,12535911.0,46550.0
45300.0,45650.0,44800.0,8699728.0,45500.0
45500.0,45700.0,44900.0,9729811.0,45250.0
44750.0,45600.0,44250.0,9568081.0,45350.0
44950.0,45200.0,44300.0,6821306.0,44850.0
44500.0,44900.0,44200.0,11491713.0,44650.0
45200.0,45450.0,44850.0,7362129.0,45050.0
45550.0,46100.0,45350.0,9480688.0,45750.0
46750.0,46750.0,45800.0,12436570.0,46600.0
46150.0,47100.0,46150.0,12650168.0,46950.0
46950.0,47550.0,46600.0,8546339.0,46850.0
47250.0,47250.0,46150.0,8507909.0,46650.0
46700.0,46950.0,46200.0,6878761.0,46650.0
46400.0,46700.0,46050.0,11883995.0,46700.0
46700.0,46800.0,46150.0,13697399.0,46250.0
46050.0,46900.0,46000.0,7668936.0,46850.0
47150.0,47500.0,47000.0,8733019.0,47050.0
47400.0,47400.0,46800.0,7730881.0,47250.0
47300.0,47600.0,47000.0,5513658.0,47050.0
47200.0,47250.0,45500.0,12808747.0,45600.0
45750.0,46000.0,45250.0,8479710.0,45300.0
45400.0,45900.0,45100.0,6006957.0,45350.0
45050.0,45500.0,45000.0,6920566.0,45200.0
45400.0,45650.0,44150.0,13299267.0,44750.0
44250.0,45000.0,44100.0,10868965.0,44650.0
44200.0,45000.0,43800.0,9739982.0,44850.0
45150.0,46150.0,45100.0,8777517.0,46150.0
46000.0,46300.0,45350.0,11121273.0,45850.0
45500.0,46150.0,45400.0,8625126.0,45900.0
45900.0,46050.0,45300.0,6562916.0,45300.0
45250.0,45300.0,44400.0,12014907.0,44850.0
44300.0,44850.0,44200.0,10398754.0,44250.0
43900.0,44250.0,42450.0,23029718.0,42450.0
42600.0,43450.0,42450.0,14579512.0,42900.0
42500.0,43200.0,42350.0,7635079.0,42650.0
41300.0,43100.0,41300.0,11563730.0,42650.0
42700.0,43050.0,42550.0,7670185.0,42550.0
42350.0,42400.0,41350.0,13687828.0,41550.0
41950.0,42050.0,40850.0,13357951.0,41200.0
41650.0,42100.0,41550.0,15752397.0,42000.0
42600.0,43950.0,42350.0,18812133.0,43150.0
43700.0,43800.0,42400.0,11033339.0,43500.0
43900.0,44000.0,43250.0,12259006.0,43850.0
43800.0,43800.0,42400.0,13966305.0,42700.0
42500.0,43000.0,42350.0,8066669.0,42650.0
42550.0,42950.0,42150.0,24506881.0,42550.0
41850.0,42100.0,41300.0,14930618.0,41800.0
42200.0,42700.0,42150.0,11766018.0,42550.0
42600.0,42800.0,42150.0,11365999.0,42500.0
42950.0,43900.0,42500.0,15466580.0,43800.0
43400.0,43700.0,43000.0,9913497.0,43450.0
44050.0,44200.0,43700.0,12464135.0,43900.0
43600.0,44350.0,43450.0,11683682.0,44200.0
44300.0,44850.0,44050.0,8792182.0,44800.0
44800.0,45000.0,44550.0,6664872.0,44850.0
44800.0,45050.0,44300.0,8607439.0,44600.0
44200.0,44400.0,43400.0,16906541.0,43750.0
43750.0,44150.0,43300.0,9322873.0,44000.0
43750.0,44050.0,43400.0,11890424.0,43900.0
43750.0,44500.0,43650.0,7994928.0,44350.0
45450.0,45450.0,45000.0,10417690.0,45350.0
44850.0,45500.0,44850.0,7147785.0,45500.0
45750.0,45800.0,45200.0,9454913.0,45700.0
45200.0,45800.0,45200.0,6085066.0,45500.0
45200.0,45800.0,45200.0,7076774.0,45600.0
45800.0,46000.0,45600.0,9226097.0,45700.0
46000.0,46600.0,45750.0,12603534.0,46500.0
47000.0,47000.0,46700.0,12949231.0,47000.0
47350.0,47400.0,46250.0,11383522.0,46600.0
46200.0,46900.0,45850.0,8463073.0,46250.0
45750.0,46350.0,45200.0,9669368.0,45400.0
45250.0,46200.0,45250.0,6365573.0,46000.0
45950.0,45950.0,45250.0,7235395.0,45650.0
44750.0,44800.0,44350.0,7823843.0,44400.0
44850.0,45450.0,44700.0,7646421.0,45100.0
45550.0,46150.0,45500.0,9253930.0,45550.0
46350.0,46550.0,46150.0,10989751.0,46200.0
46350.0,46400.0,45800.0,5245804.0,46300.0
45950.0,46650.0,45750.0,4717226.0,46450.0
46450.0,46850.0,46300.0,7407824.0,46850.0
46150.0,46350.0,45950.0,5216602.0,46050.0
46450.0,46450.0,45650.0,5143554.0,46100.0
46650.0,46950.0,46600.0,8819393.0,46800.0
46800.0,47300.0,46600.0,9009109.0,47200.0
47350.0,47550.0,47050.0,9061381.0,47300.0
47100.0,47150.0,46250.0,8756522.0,46400.0
47150.0,47200.0,46600.0,8408838.0,47200.0
46650.0,47150.0,46550.0,7873886.0,47150.0
46800.0,47050.0,46000.0,6856846.0,46100.0
46300.0,46850.0,46300.0,5551014.0,46550.0
46200.0,46600.0,45000.0,12872916.0,45350.0
44900.0,45500.0,44850.0,7811181.0,45200.0
44550.0,45500.0,44300.0,12151374.0,44950.0
44350.0,44600.0,43600.0,14214086.0,43950.0
42500.0,43800.0,42500.0,15083824.0,43500.0
43600.0,43900.0,43100.0,10002533.0,43200.0
43250.0,43500.0,42650.0,16926881.0,42650.0
43250.0,43350.0,43050.0,9685147.0,43150.0
44000.0,44000.0,43550.0,8466169.0,43700.0
43500.0,43500.0,42950.0,7276979.0,43000.0
43900.0,44250.0,43500.0,8750135.0,43700.0
43800.0,43900.0,43300.0,9528115.0,43900.0
44350.0,44350.0,43500.0,6014218.0,43600.0
43950.0,44600.0,43550.0,8434205.0,44450.0
44350.0,44800.0,44150.0,6571717.0,44500.0
44500.0,44700.0,43850.0,8061177.0,44050.0
43800.0,44200.0,43650.0,5017381.0,43950.0
43050.0,43800.0,42950.0,7954949.0,43600.0
43650.0,44200.0,43600.0,16883932.0,44050.0
44100.0,44400.0,43750.0,5758333.0,44150.0
44200.0,44200.0,43050.0,10768862.0,43400.0
43750.0,44300.0,43750.0,9899073.0,44000.0
44850.0,44850.0,43650.0,7185537.0,43800.0
43550.0,43650.0,43100.0,9774941.0,43250.0
43250.0,44100.0,43150.0,12441837.0,44100.0
44800.0,46100.0,44450.0,18297430.0,45700.0
46500.0,46500.0,45850.0,9896562.0,46300.0
46450.0,47000.0,46300.0,9434157.0,46900.0
47100.0,47200.0,46550.0,9231792.0,47000.0
47300.0,47400.0,46800.0,16141619.0,47150.0
47000.0,47100.0,46400.0,15550926.0,47100.0
47000.0,47100.0,46800.0,7006280.0,46900.0
46900.0,47700.0,46800.0,10413027.0,47700.0
48050.0,49200.0,47850.0,16461413.0,49150.0
49400.0,49600.0,49100.0,15460210.0,49200.0
49250.0,49300.0,49000.0,7568553.0,49300.0
49050.0,49650.0,48850.0,7871955.0,49500.0
49200.0,49350.0,48800.0,9187141.0,48900.0
49000.0,49250.0,48900.0,8494756.0,49200.0
48000.0,48700.0,48000.0,8048041.0,48400.0
48050.0,49250.0,47900.0,9497119.0,49050.0
48900.0,49100.0,48650.0,6206035.0,48850.0
48350.0,48400.0,47600.0,8382463.0,47600.0
47400.0,48650.0,47350.0,9331695.0,48000.0
48350.0,48700.0,47650.0,7047273.0,47750.0
47900.0,49000.0,47600.0,14239367.0,48900.0
48200.0,49200.0,48000.0,18639855.0,48550.0
49000.0,49450.0,48800.0,7783275.0,49150.0
50000.0,50300.0,49850.0,11130635.0,50000.0
49900.0,50200.0,49900.0,6058105.0,50100.0
50700.0,50900.0,50400.0,9136282.0,50700.0
50500.0,50600.0,50100.0,6701380.0,50500.0
50300.0,50900.0,49650.0,8483106.0,49900.0
49900.0,50400.0,49800.0,4406531.0,50300.0
50800.0,51500.0,50700.0,10898729.0,51200.0
51300.0,51500.0,50800.0,8663880.0,51200.0
52500.0,52500.0,50500.0,21185785.0,50700.0
50800.0,51200.0,50500.0,7879897.0,50900.0
50700.0,51500.0,50700.0,6431522.0,51300.0
51400.0,51700.0,50800.0,7581629.0,51100.0
50700.0,50800.0,50200.0,8959435.0,50400.0
51000.0,51400.0,50300.0,10304777.0,50400.0
50600.0,51200.0,50400.0,8467846.0,51200.0
51700.0,52300.0,51400.0,13012411.0,52300.0
52400.0,52700.0,52100.0,10581034.0,52700.0
52900.0,53500.0,52700.0,14361133.0,53300.0
53400.0,53400.0,52400.0,9257116.0,52900.0
53200.0,53300.0,52000.0,11603290.0,52100.0
52200.0,52200.0,51400.0,8185952.0,51600.0
51800.0,52600.0,51600.0,6576148.0,52600.0
52500.0,52500.0,52000.0,6225196.0,52500.0
51900.0,52800.0,51900.0,12010018.0,52800.0
52900.0,53700.0,52600.0,9703360.0,53700.0
53600.0,53800.0,53200.0,7746554.0,53500.0
53200.0,53500.0,52700.0,8907177.0,53500.0
53400.0,53400.0,52000.0,12560070.0,52000.0
51600.0,52100.0,50600.0,14298646.0,51000.0
51000.0,51600.0,50900.0,8478310.0,51600.0
52200.0,52600.0,51700.0,9050625.0,51800.0
51900.0,52900.0,51800.0,27372226.0,51800.0
51800.0,52300.0,51600.0,7546261.0,52200.0
51900.0,52100.0,51300.0,6833885.0,51300.0
51200.0,51400.0,50200.0,11179334.0,50300.0
50900.0,51300.0,50400.0,18877252.0,50400.0
49800.0,50300.0,49500.0,12059812.0,49900.0
49600.0,49850.0,49000.0,13246549.0,49450.0
50200.0,50400.0,49500.0,10449715.0,49500.0
50100.0,50900.0,49950.0,11414563.0,50400.0
50900.0,51400.0,50700.0,8470627.0,51200.0
51000.0,51600.0,50700.0,6882771.0,51500.0
51500.0,52200.0,51400.0,11379521.0,51900.0
53000.0,53300.0,52700.0,29178697.0,53300.0
54500.0,54800.0,53900.0,18120261.0,54700.0
54500.0,54900.0,54300.0,11512405.0,54700.0
55800.0,56700.0,55400.0,19358433.0,56700.0
56700.0,57200.0,56000.0,15558208.0,56300.0
57000.0,57300.0,55500.0,14180520.0,56000.0
56100.0,56500.0,55600.0,12095519.0,56000.0
56100.0,56400.0,55100.0,9839252.0,55500.0
55600.0,55700.0,54800.0,11868463.0,55000.0
54700.0,55400.0,54400.0,9645034.0,55400.0
55700.0,56900.0,55500.0,12313056.0,56500.0
56200.0,56600.0,55700.0,8356767.0,55800.0
55500.0,56000.0,55000.0,12993228.0,55200.0
56000.0,56600.0,54900.0,15422255.0,55500.0
54900.0,55600.0,54600.0,10278951.0,55500.0
55700.0,56400.0,55600.0,10009778.0,55800.0
56200.0,57400.0,55900.0,23501171.0,56800.0
58400.0,58600.0,57400.0,24102579.0,58600.0
58800.0,59700.0,58300.0,16000170.0,59500.0
59600.0,60000.0,59100.0,11359139.0,60000.0
60400.0,61000.0,59900.0,16906295.0,60000.0
59500.0,59600.0,58900.0,14300928.0,59000.0
59100.0,60700.0,59000.0,14381774.0,60700.0
61900.0,62000.0,61000.0,16025661.0,61300.0
62000.0,62800.0,61700.0,12528855.0,62400.0
62000.0,62400.0,61200.0,11142693.0,61400.0
60500.0,62600.0,60400.0,15339565.0,62300.0
61800.0,61800.0,60700.0,14916555.0,60800.0
59400.0,59400.0,58300.0,23664541.0,58800.0
59100.0,59700.0,58800.0,16446102.0,59100.0
58800.0,58800.0,56800.0,20821939.0,57200.0
57800.0,58400.0,56400.0,19749457.0,56400.0
55500.0,57400.0,55200.0,23995260.0,57200.0
57100.0,59000.0,56800.0,21800192.0,58900.0
60000.0,60200.0,58900.0,19278165.0,59500.0
60100.0,61100.0,59700.0,14727159.0,61100.0
61100.0,61200.0,59700.0,16402493.0,60400.0
59200.0,59800.0,59100.0,13107121.0,59700.0
59800.0,60700.0,59700.0,11071231.0,59900.0
60300.0,60700.0,59700.0,12904207.0,60500.0
61200.0,61600.0,60500.0,18449775.0,60700.0
60900.0,61900.0,60200.0,13276067.0,61800.0
61600.0,62000.0,61200.0,8740596.0,61500.0
60800.0,60900.0,59700.0,16674266.0,59800.0
59800.0,60400.0,59400.0,12951496.0,60200.0
60700.0,61300.0,59600.0,14591924.0,60000.0
58800.0,59800.0,58500.0,13777393.0,59200.0
57400.0,58100.0,56800.0,25627537.0,56800.0
56200.0,58000.0,56200.0,23885408.0,57900.0
56000.0,57000.0,56000.0,25483102.0,56500.0
56300.0,56900.0,55500.0,23209541.0,55900.0
55000.0,55500.0,54200.0,30054227.0,54200.0
54300.0,55500.0,53600.0,30403412.0,55000.0
56700.0,56900.0,55100.0,30330295.0,55400.0
54800.0,57600.0,54600.0,24765728.0,57400.0
57600.0,58000.0,56700.0,21698990.0,57800.0
56500.0,57200.0,56200.0,18716656.0,56500.0
54700.0,55000.0,53600.0,30261485.0,54200.0
53800.0,54900.0,53700.0,32106554.0,54600.0
54300.0,54400.0,52000.0,45707281.0,52100.0
51000.0,51900.0,49300.0,48149999.0,50800.0
47450.0,51600.0,46850.0,59462933.0,49950.0
50100.0,50900.0,48800.0,33339821.0,48900.0
46900.0,49650.0,46700.0,51218151.0,47300.0
47750.0,48350.0,45600.0,40152623.0,45600.0
46400.0,46650.0,42300.0,56925513.0,42950.0
44150.0,45500.0,43550.0,49730008.0,45400.0
42600.0,43550.0,42400.0,41701626.0,42500.0
43850.0,46950.0,43050.0,49801908.0,46950.0
48950.0,49600.0,47150.0,52735922.0,48650.0
49000.0,49300.0,47700.0,42185129.0,47800.0
49600.0,49700.0,46850.0,39896178.0,48300.0
47050.0,48350.0,46550.0,26797395.0,47850.0
48000.0,48500.0,47150.0,30654261.0,47750.0
47450.0,47900.0,45800.0,27259532.0,45800.0
46200.0,46850.0,45350.0,21621076.0,46800.0
47400.0,47600.0,46550.0,22784682.0,47000.0
47500.0,48800.0,47250.0,23395726.0,48700.0
49650.0,50200.0,49000.0,31524034.0,49600.0
49600.0,49750.0,48600.0,25010314.0,48600.0
49750.0,49800.0,48700.0,22628058.0,49100.0
48950.0,49250.0,48650.0,17839111.0,49250.0
48650.0,48900.0,48300.0,14431800.0,48300.0
48800.0,49200.0,48300.0,14206216.0,49000.0
49350.0,49350.0,48550.0,23349760.0,49000.0
50800.0,52000.0,50300.0,32041675.0,51400.0
51400.0,51400.0,50000.0,21866354.0,50100.0
49400.0,49700.0,48700.0,27407543.0,49250.0
48700.0,50000.0,48350.0,18613864.0,49850.0
50200.0,50300.0,49500.0,18754442.0,49850.0
49650.0,49750.0,49000.0,15618347.0,49350.0
49350.0,50000.0,49100.0,14049471.0,49850.0
49850.0,50100.0,49300.0,16095399.0,50100.0
49900.0,50500.0,49600.0,15604533.0,50000.0
48900.0,49100.0,48500.0,26083749.0,48500.0
49000.0,49200.0,48500.0,18070225.0,49200.0
49200.0,49300.0,48700.0,13884411.0,48800.0
49100.0,49350.0,48800.0,15319700.0,48800.0
48900.0,49250.0,48300.0,16357743.0,48400.0
48400.0,48500.0,47550.0,23433590.0,47900.0
47250.0,48550.0,47200.0,20223277.0,48550.0
47750.0,48100.0,47650.0,19305974.0,48000.0
48400.0,48450.0,47700.0,18463118.0,47850.0
47950.0,49100.0,47600.0,20481981.0,48800.0
50100.0,50500.0,49700.0,25168295.0,50300.0
50000.0,50200.0,49800.0,14896899.0,50000.0
50300.0,50400.0,49850.0,14949266.0,49950.0
49600.0,49800.0,48600.0,19706284.0,48750.0
48750.0,48900.0,48450.0,14337913.0,48850.0
48700.0,49450.0,48600.0,15127490.0,49250.0
48950.0,50000.0,48800.0,19548479.0,49900.0
51100.0,51200.0,49900.0,31309318.0,50400.0
50000.0,50700.0,49700.0,27596961.0,50700.0
50800.0,51200.0,50600.0,16949183.0,51200.0
51000.0,51500.0,50800.0,14247933.0,51400.0
51800.0,55000.0,51700.0,49257814.0,54500.0
55800.0,57000.0,54600.0,40220334.0,54600.0
54400.0,55900.0,54000.0,22743629.0,55500.0
56400.0,56500.0,54700.0,25634965.0,54900.0
55800.0,56500.0,54400.0,23998831.0,55500.0
55100.0,55900.0,54900.0,16742493.0,55400.0
54500.0,55100.0,53200.0,33815123.0,54300.0
52100.0,52800.0,51500.0,26976019.0,52300.0
51400.0,52000.0,49900.0,28772921.0,49900.0
51200.0,52100.0,50600.0,21808375.0,52100.0
52100.0,52900.0,51300.0,26672595.0,52200.0
52200.0,52300.0,51600.0,15982926.0,52300.0
52600.0,52900.0,51600.0,18157985.0,52900.0
52000.0,52600.0,51800.0,13801350.0,52000.0
52500.0,52800.0,51100.0,18086152.0,51400.0
51900.0,53900.0,51600.0,24519552.0,52900.0
52100.0,53000.0,51900.0,18541624.0,51900.0
52800.0,53900.0,52200.0,21575360.0,53300.0
52500.0,53200.0,52000.0,17776925.0,52400.0
53900.0,53900.0,52800.0,21157172.0,52800.0
53400.0,53600.0,52400.0,16706143.0,52600.0
52100.0,52900.0,52100.0,14142583.0,52900.0
53000.0,53600.0,52700.0,11887868.0,53600.0
54000.0,55000.0,53800.0,19856623.0,55000.0
55800.0,55900.0,53400.0,30760032.0,53400.0
53600.0,53900.0,52900.0,19664652.0,53000.0
53200.0,53600.0,52800.0,17054850.0,52800.0
53100.0,53200.0,52300.0,13714746.0,52700.0
53300.0,53800.0,53100.0,12240188.0,53400.0
53700.0,53800.0,53200.0,14269484.0,53800.0
54400.0,55000.0,54300.0,24051450.0,54700.0
54800.0,54800.0,53800.0,16779127.0,53800.0
54200.0,54700.0,54100.0,10096174.0,54400.0
54800.0,54800.0,54000.0,10507530.0,54200.0
55200.0,55400.0,54800.0,18297260.0,55300.0
55300.0,55500.0,54700.0,12885057.0,54700.0
54700.0,54700.0,53800.0,16214932.0,54100.0
54000.0,54400.0,53700.0,10994535.0,54200.0
54300.0,55700.0,54300.0,21054421.0,55600.0
57000.0,58800.0,56400.0,48431566.0,58600.0
60300.0,60400.0,58600.0,36476611.0,59000.0
59700.0,60100.0,59000.0,19285354.0,59000.0
59500.0,59600.0,57700.0,21943345.0,57900.0
57800.0,57900.0,56700.0,21158940.0,56800.0
57200.0,58100.0,57000.0,19419694.0,57300.0
57300.0,57500.0,56300.0,17739706.0,56900.0
57100.0,58400.0,57100.0,21625874.0,58000.0
57900.0,58400.0,57100.0,18751717.0,57500.0
57600.0,58300.0,57500.0,17774291.0,57800.0
58000.0,59500.0,57800.0,24907912.0,58200.0
58200.0,59000.0,57700.0,18573934.0,59000.0
59400.0,59600.0,58000.0,22089460.0,58700.0
58000.0,58400.0,57700.0,15672548.0,58000.0
58900.0,59900.0,58000.0,25307825.0,58400.0
59000.0,59200.0,57800.0,16930719.0,57800.0
57600.0,57600.0,55300.0,30386029.0,55400.0
56200.0,56900.0,55800.0,21142288.0,55900.0
55800.0,56600.0,55400.0,15055896.0,56100.0
56400.0,56800.0,56100.0,14021705.0,56400.0
56400.0,56500.0,55700.0,17651593.0,56400.0
56300.0,56300.0,55600.0,16196568.0,55600.0
56100.0,56300.0,55400.0,14619888.0,55400.0
56000.0,56100.0,54000.0,32671367.0,54000.0
54100.0,54800.0,54100.0,19363117.0,54200.0
54600.0,55100.0,54100.0,16905723.0,54400.0
55600.0,56700.0,55500.0,28384920.0,56400.0
55200.0,55800.0,55100.0,22139109.0,55600.0
56100.0,57300.0,55800.0,18685880.0,56500.0
57400.0,58700.0,57200.0,31517520.0,58700.0
58200.0,59300.0,57800.0,30597399.0,58400.0
59900.0,60000.0,59100.0,29923293.0,59200.0
