close-start,high-low,high-close,high-start,close-low,start-low,volume,Diff
0.5419847328244275,0.033707865168539325,0.06756756756756757,0.08433734939759036,0.05128205128205128,0.024390243902439025,0.11119749525223244,0
0.46564885496183206,0.16853932584269665,0.12162162162162163,0.012048192771084336,0.15384615384615385,0.24390243902439024,0.12382839692285014,1
0.46564885496183206,0.11235955056179775,0.20270270270270271,0.08433734939759036,0.01282051282051282,0.10975609756097561,0.1347994552931374,1
0.6335877862595419,0.10112359550561797,0.0,0.1686746987951807,0.19230769230769232,0.012195121951219513,0.12962812208469418,0
0.4122137404580153,0.11235955056179775,0.20270270270270271,0.0,0.01282051282051282,0.1951219512195122,0.05943337888298622,1
0.4809160305343511,0.06741573033707865,0.0945945945945946,0.012048192771084336,0.0641025641025641,0.13414634146341464,0.08148774415008087,1
0.5038167938931297,0.10112359550561797,0.17567567567567569,0.12048192771084337,0.02564102564102564,0.06097560975609756,0.11889832539365722,0
0.5038167938931297,0.06741573033707865,0.08108108108108109,0.03614457831325301,0.07692307692307693,0.10975609756097561,0.09941799320631234,0
0.5954198473282443,0.1348314606741573,0.04054054054054054,0.14457831325301204,0.19230769230769232,0.07317073170731707,0.11021453962792557,0
0.4351145038167939,0.16853932584269665,0.1891891891891892,0.024096385542168672,0.08974358974358974,0.23170731707317074,0.11655776198379256,1
0.4961832061068702,0.07865168539325842,0.12162162162162163,0.060240963855421686,0.05128205128205128,0.0975609756097561,0.07001605371887543,1
0.5114503816793893,0.07865168539325842,0.10810810810810811,0.07228915662650602,0.0641025641025641,0.08536585365853659,0.05114645886231359,1
0.648854961832061,0.15730337078651688,0.02702702702702703,0.21686746987951805,0.23076923076923078,0.024390243902439025,0.05391589156152993,0
0.5954198473282443,0.05617977528089889,0.02702702702702703,0.1325301204819277,0.11538461538461539,0.0,0.006464806763071804,1
0.5190839694656488,0.033707865168539325,0.08108108108108109,0.060240963855421686,0.038461538461538464,0.04878048780487805,0.023911914912274873,1
0.5343511450381679,0.033707865168539325,0.05405405405405406,0.060240963855421686,0.0641025641025641,0.04878048780487805,0.06587927776319275,1
0.6030534351145038,0.11235955056179775,0.08108108108108109,0.19277108433734938,0.1282051282051282,0.0,0.055905723733999185,0
0.3740458015267175,0.2247191011235955,0.33783783783783783,0.060240963855421686,0.01282051282051282,0.25609756097560976,0.07545703767565487,1
0.5114503816793893,0.033707865168539325,0.04054054054054054,0.012048192771084336,0.07692307692307693,0.0975609756097561,0.0702627280293398,0
0.4732824427480916,0.02247191011235955,0.0945945945945946,0.0,0.01282051282051282,0.0975609756097561,0.04296408617475585,0
0.5877862595419847,0.12359550561797752,0.013513513513513514,0.10843373493975902,0.20512820512820512,0.0975609756097561,0.08448868489444697,0
0.4961832061068702,0.033707865168539325,0.05405405405405406,0.0,0.0641025641025641,0.10975609756097561,0.03674063190689432,0
0.5114503816793893,0.06741573033707865,0.04054054054054054,0.012048192771084336,0.11538461538461539,0.13414634146341464,0.13811935985210222,0
0.4122137404580153,0.2808988764044944,0.2702702702702703,0.060240963855421686,0.14102564102564102,0.3170731707317073,0.22275542088638484,1
0.5419847328244275,0.033707865168539325,0.013513513513513514,0.03614457831325301,0.10256410256410256,0.07317073170731707,0.09803219614678055,1
0.5725190839694656,0.05617977528089889,0.06756756756756757,0.1325301204819277,0.07692307692307693,0.0,0.03637593317485585,0
0.5954198473282443,0.1460674157303371,0.10810810810810811,0.20481927710843373,0.14102564102564102,0.024390243902439025,0.1031977716233618,1
0.5343511450381679,0.011235955056179775,0.08108108108108109,0.08433734939759036,0.01282051282051282,0.0,0.04363191041797465,1
