종가,시가,고가,저가,거래량,변동
60800.0,61800.0,61800.0,60700.0,14916555.0,주가 하락 또는 변동 없음
58800.0,59400.0,59400.0,58300.0,23664541.0,주가 하락 또는 변동 없음
59100.0,59100.0,59700.0,58800.0,16446102.0,주가 상승
57200.0,58800.0,58800.0,56800.0,20821939.0,주가 하락 또는 변동 없음
56400.0,57800.0,58400.0,56400.0,19749457.0,주가 하락 또는 변동 없음
57200.0,55500.0,57400.0,55200.0,23995260.0,주가 상승
58900.0,57100.0,59000.0,56800.0,21800192.0,주가 상승
59500.0,60000.0,60200.0,58900.0,19278165.0,주가 상승
61100.0,60100.0,61100.0,59700.0,14727159.0,주가 상승
60400.0,61100.0,61200.0,59700.0,16402493.0,주가 하락 또는 변동 없음
59700.0,59200.0,59800.0,59100.0,13107121.0,주가 하락 또는 변동 없음
59900.0,59800.0,60700.0,59700.0,11071231.0,주가 상승
60500.0,60300.0,60700.0,59700.0,12904207.0,주가 상승
60700.0,61200.0,61600.0,60500.0,18449775.0,주가 상승
61800.0,60900.0,61900.0,60200.0,13276067.0,주가 상승
61500.0,61600.0,62000.0,61200.0,8740596.0,주가 하락 또는 변동 없음
59800.0,60800.0,60900.0,59700.0,16674266.0,주가 하락 또는 변동 없음
60200.0,59800.0,60400.0,59400.0,12951496.0,주가 상승
60000.0,60700.0,61300.0,59600.0,14591924.0,주가 하락 또는 변동 없음
59200.0,58800.0,59800.0,58500.0,13777393.0,주가 하락 또는 변동 없음
56800.0,57400.0,58100.0,56800.0,25627537.0,주가 하락 또는 변동 없음
57900.0,56200.0,58000.0,56200.0,23885408.0,주가 상승
56500.0,56000.0,57000.0,56000.0,25483102.0,주가 하락 또는 변동 없음
55900.0,56300.0,56900.0,55500.0,23209541.0,주가 하락 또는 변동 없음
54200.0,55000.0,55500.0,54200.0,30054227.0,주가 하락 또는 변동 없음
55000.0,54300.0,55500.0,53600.0,30403412.0,주가 상승
55400.0,56700.0,56900.0,55100.0,30330295.0,주가 상승
57400.0,54800.0,57600.0,54600.0,24765728.0,주가 상승
57800.0,57600.0,58000.0,56700.0,21698990.0,주가 상승
56500.0,56500.0,57200.0,56200.0,18716656.0,주가 하락 또는 변동 없음
54200.0,54700.0,55000.0,53600.0,30261485.0,주가 하락 또는 변동 없음
54600.0,53800.0,54900.0,53700.0,32106554.0,주가 상승
52100.0,54300.0,54400.0,52000.0,45707281.0,주가 하락 또는 변동 없음
50800.0,51000.0,51900.0,49300.0,48149999.0,주가 하락 또는 변동 없음
49950.0,47450.0,51600.0,46850.0,59462933.0,주가 하락 또는 변동 없음
48900.0,50100.0,50900.0,48800.0,33339821.0,주가 하락 또는 변동 없음
47300.0,46900.0,49650.0,46700.0,51218151.0,주가 하락 또는 변동 없음
45600.0,47750.0,48350.0,45600.0,40152623.0,주가 하락 또는 변동 없음
42950.0,46400.0,46650.0,42300.0,56925513.0,주가 하락 또는 변동 없음
45400.0,44150.0,45500.0,43550.0,49730008.0,주가 상승
42500.0,42600.0,43550.0,42400.0,41701626.0,주가 하락 또는 변동 없음
46950.0,43850.0,46950.0,43050.0,49801908.0,주가 상승
48650.0,48950.0,49600.0,47150.0,52735922.0,주가 상승
47800.0,49000.0,49300.0,47700.0,42185129.0,주가 하락 또는 변동 없음
48300.0,49600.0,49700.0,46850.0,39896178.0,주가 상승
47850.0,47050.0,48350.0,46550.0,26797395.0,주가 하락 또는 변동 없음
47750.0,48000.0,48500.0,47150.0,30654261.0,주가 하락 또는 변동 없음
45800.0,47450.0,47900.0,45800.0,27259532.0,주가 하락 또는 변동 없음
46800.0,46200.0,46850.0,45350.0,21621076.0,주가 상승
47000.0,47400.0,47600.0,46550.0,22784682.0,주가 상승
48700.0,47500.0,48800.0,47250.0,23395726.0,주가 상승
49600.0,49650.0,50200.0,49000.0,31524034.0,주가 상승
48600.0,49600.0,49750.0,48600.0,25010314.0,주가 하락 또는 변동 없음
49100.0,49750.0,49800.0,48700.0,22628058.0,주가 상승
49250.0,48950.0,49250.0,48650.0,17839111.0,주가 상승
48300.0,48650.0,48900.0,48300.0,14431800.0,주가 하락 또는 변동 없음
49000.0,48800.0,49200.0,48300.0,14206216.0,주가 상승
49000.0,49350.0,49350.0,48550.0,23349760.0,주가 하락 또는 변동 없음
51400.0,50800.0,52000.0,50300.0,32041675.0,주가 상승
50100.0,51400.0,51400.0,50000.0,21866354.0,주가 하락 또는 변동 없음
49250.0,49400.0,49700.0,48700.0,27407543.0,주가 하락 또는 변동 없음
49850.0,48700.0,50000.0,48350.0,18613864.0,주가 상승
49850.0,50200.0,50300.0,49500.0,18754442.0,주가 하락 또는 변동 없음
49350.0,49650.0,49750.0,49000.0,15618347.0,주가 하락 또는 변동 없음
49850.0,49350.0,50000.0,49100.0,14049471.0,주가 상승
50100.0,49850.0,50100.0,49300.0,16095399.0,주가 상승
50000.0,49900.0,50500.0,49600.0,15604533.0,주가 하락 또는 변동 없음
48500.0,48900.0,49100.0,48500.0,26083749.0,주가 하락 또는 변동 없음
49200.0,49000.0,49200.0,48500.0,18070225.0,주가 상승
48800.0,49200.0,49300.0,48700.0,13884411.0,주가 하락 또는 변동 없음
48800.0,49100.0,49350.0,48800.0,15319700.0,주가 하락 또는 변동 없음
48400.0,48900.0,49250.0,48300.0,16357743.0,주가 하락 또는 변동 없음
47900.0,48400.0,48500.0,47550.0,23433590.0,주가 하락 또는 변동 없음
48550.0,47250.0,48550.0,47200.0,20223277.0,주가 상승
48000.0,47750.0,48100.0,47650.0,19305974.0,주가 하락 또는 변동 없음
47850.0,48400.0,48450.0,47700.0,18463118.0,주가 하락 또는 변동 없음
48800.0,47950.0,49100.0,47600.0,20481981.0,주가 상승
50300.0,50100.0,50500.0,49700.0,25168295.0,주가 상승
50000.0,50000.0,50200.0,49800.0,14896899.0,주가 하락 또는 변동 없음
49950.0,50300.0,50400.0,49850.0,14949266.0,주가 하락 또는 변동 없음
48750.0,49600.0,49800.0,48600.0,19706284.0,주가 하락 또는 변동 없음
48850.0,48750.0,48900.0,48450.0,14337913.0,주가 상승
49250.0,48700.0,49450.0,48600.0,15127490.0,주가 상승
49900.0,48950.0,50000.0,48800.0,19548479.0,주가 상승
50400.0,51100.0,51200.0,49900.0,31309318.0,주가 상승
50700.0,50000.0,50700.0,49700.0,27596961.0,주가 상승
51200.0,50800.0,51200.0,50600.0,16949183.0,주가 상승
51400.0,51000.0,51500.0,50800.0,14247933.0,주가 상승
54500.0,51800.0,55000.0,51700.0,49257814.0,주가 상승
54600.0,55800.0,57000.0,54600.0,40220334.0,주가 상승
55500.0,54400.0,55900.0,54000.0,22743629.0,주가 상승
54900.0,56400.0,56500.0,54700.0,25634965.0,주가 하락 또는 변동 없음
55500.0,55800.0,56500.0,54400.0,23998831.0,주가 상승
55400.0,55100.0,55900.0,54900.0,16742493.0,주가 하락 또는 변동 없음
54300.0,54500.0,55100.0,53200.0,33815123.0,주가 하락 또는 변동 없음
52300.0,52100.0,52800.0,51500.0,26976019.0,주가 하락 또는 변동 없음
49900.0,51400.0,52000.0,49900.0,28772921.0,주가 하락 또는 변동 없음
52100.0,51200.0,52100.0,50600.0,21808375.0,주가 상승
52200.0,52100.0,52900.0,51300.0,26672595.0,주가 상승
52300.0,52200.0,52300.0,51600.0,15982926.0,주가 상승
52900.0,52600.0,52900.0,51600.0,18157985.0,주가 상승
52000.0,52000.0,52600.0,51800.0,13801350.0,주가 하락 또는 변동 없음
51400.0,52500.0,52800.0,51100.0,18086152.0,주가 하락 또는 변동 없음
52900.0,51900.0,53900.0,51600.0,24519552.0,주가 상승
51900.0,52100.0,53000.0,51900.0,18541624.0,주가 하락 또는 변동 없음
53300.0,52800.0,53900.0,52200.0,21575360.0,주가 상승
52400.0,52500.0,53200.0,52000.0,17776925.0,주가 하락 또는 변동 없음
52800.0,53900.0,53900.0,52800.0,21157172.0,주가 상승
52600.0,53400.0,53600.0,52400.0,16706143.0,주가 하락 또는 변동 없음
52900.0,52100.0,52900.0,52100.0,14142583.0,주가 상승
53600.0,53000.0,53600.0,52700.0,11887868.0,주가 상승
55000.0,54000.0,55000.0,53800.0,19856623.0,주가 상승
53400.0,55800.0,55900.0,53400.0,30760032.0,주가 하락 또는 변동 없음
53000.0,53600.0,53900.0,52900.0,19664652.0,주가 하락 또는 변동 없음
52800.0,53200.0,53600.0,52800.0,17054850.0,주가 하락 또는 변동 없음
52700.0,53100.0,53200.0,52300.0,13714746.0,주가 하락 또는 변동 없음
53400.0,53300.0,53800.0,53100.0,12240188.0,주가 상승
53800.0,53700.0,53800.0,53200.0,14269484.0,주가 상승
54700.0,54400.0,55000.0,54300.0,24051450.0,주가 상승
53800.0,54800.0,54800.0,53800.0,16779127.0,주가 하락 또는 변동 없음
54400.0,54200.0,54700.0,54100.0,10096174.0,주가 상승
54200.0,54800.0,54800.0,54000.0,10507530.0,주가 하락 또는 변동 없음
55300.0,55200.0,55400.0,54800.0,18297260.0,주가 상승
54700.0,55300.0,55500.0,54700.0,12885057.0,주가 하락 또는 변동 없음
54100.0,54700.0,54700.0,53800.0,16214932.0,주가 하락 또는 변동 없음
54200.0,54000.0,54400.0,53700.0,10994535.0,주가 상승
55600.0,54300.0,55700.0,54300.0,21054421.0,주가 상승
58600.0,57000.0,58800.0,56400.0,48431566.0,주가 상승
59000.0,60300.0,60400.0,58600.0,36476611.0,주가 상승
59000.0,59700.0,60100.0,59000.0,19285354.0,주가 하락 또는 변동 없음
57900.0,59500.0,59600.0,57700.0,21943345.0,주가 하락 또는 변동 없음
56800.0,57800.0,57900.0,56700.0,21158940.0,주가 하락 또는 변동 없음
57300.0,57200.0,58100.0,57000.0,19419694.0,주가 상승
56900.0,57300.0,57500.0,56300.0,17739706.0,주가 하락 또는 변동 없음
58000.0,57100.0,58400.0,57100.0,21625874.0,주가 상승
57500.0,57900.0,58400.0,57100.0,18751717.0,주가 하락 또는 변동 없음
57800.0,57600.0,58300.0,57500.0,17774291.0,주가 상승
58200.0,58000.0,59500.0,57800.0,24907912.0,주가 상승
59000.0,58200.0,59000.0,57700.0,18573934.0,주가 상승
58700.0,59400.0,59600.0,58000.0,22089460.0,주가 하락 또는 변동 없음
58000.0,58000.0,58400.0,57700.0,15672548.0,주가 하락 또는 변동 없음
58400.0,58900.0,59900.0,58000.0,25307825.0,주가 상승
57800.0,59000.0,59200.0,57800.0,16930719.0,주가 하락 또는 변동 없음
55400.0,57600.0,57600.0,55300.0,30386029.0,주가 하락 또는 변동 없음
55900.0,56200.0,56900.0,55800.0,21142288.0,주가 상승
56100.0,55800.0,56600.0,55400.0,15055896.0,주가 상승
56400.0,56400.0,56800.0,56100.0,14021705.0,주가 상승
56400.0,56400.0,56500.0,55700.0,17651593.0,주가 하락 또는 변동 없음
55600.0,56300.0,56300.0,55600.0,16196568.0,주가 하락 또는 변동 없음
55400.0,56100.0,56300.0,55400.0,14619888.0,주가 하락 또는 변동 없음
54000.0,56000.0,56100.0,54000.0,32671367.0,주가 하락 또는 변동 없음
54200.0,54100.0,54800.0,54100.0,19363117.0,주가 상승
54400.0,54600.0,55100.0,54100.0,16905723.0,주가 상승
56400.0,55600.0,56700.0,55500.0,28384920.0,주가 상승
55600.0,55200.0,55800.0,55100.0,22139109.0,주가 하락 또는 변동 없음
56500.0,56100.0,57300.0,55800.0,18685880.0,주가 상승
58700.0,57400.0,58700.0,57200.0,31517520.0,주가 상승
58400.0,58200.0,59300.0,57800.0,30597399.0,주가 하락 또는 변동 없음
59200.0,59900.0,60000.0,59100.0,29923293.0,주가 상승
59000.0,59300.0,59400.0,58200.0,16017098.0,주가 하락 또는 변동 없음
60400.0,60200.0,60800.0,59900.0,20648281.0,주가 상승
61000.0,60900.0,61000.0,60500.0,17877075.0,주가 상승
61000.0,61100.0,61300.0,60600.0,17041444.0,주가 하락 또는 변동 없음
59500.0,60700.0,60800.0,59300.0,25108356.0,주가 하락 또는 변동 없음
59300.0,59800.0,59900.0,59100.0,18884571.0,주가 하락 또는 변동 없음
59200.0,59100.0,60000.0,59000.0,15140387.0,주가 하락 또는 변동 없음
58200.0,59100.0,59700.0,57800.0,20830381.0,주가 하락 또는 변동 없음
58600.0,58400.0,58800.0,57400.0,20111398.0,주가 상승
57800.0,57700.0,58600.0,57600.0,17564020.0,주가 하락 또는 변동 없음
57900.0,57700.0,58200.0,57700.0,11444683.0,주가 상승
58200.0,58300.0,58800.0,57900.0,12614080.0,주가 상승
58200.0,58300.0,59000.0,58200.0,15503563.0,주가 하락 또는 변동 없음
58700.0,57500.0,59200.0,57500.0,20228289.0,주가 상승
59000.0,59400.0,59900.0,58700.0,14463826.0,주가 상승
59900.0,58700.0,59900.0,58500.0,14861838.0,주가 상승
59700.0,60500.0,60700.0,59500.0,24589924.0,주가 하락 또는 변동 없음
60400.0,60000.0,60400.0,59900.0,16145837.0,주가 상승
60900.0,61000.0,61400.0,60400.0,19247631.0,주가 상승
60900.0,61000.0,61100.0,60500.0,16086716.0,주가 하락 또는 변동 없음
60000.0,60700.0,60800.0,59700.0,17756232.0,주가 하락 또는 변동 없음
59500.0,60000.0,60400.0,59000.0,16554190.0,주가 하락 또는 변동 없음
60000.0,59600.0,60200.0,59500.0,14474985.0,주가 상승
60900.0,60300.0,60900.0,60100.0,19326115.0,주가 상승
60900.0,61200.0,61500.0,60600.0,15703443.0,주가 하락 또는 변동 없음
60100.0,60300.0,60500.0,59800.0,14294095.0,주가 하락 또는 변동 없음
60200.0,60400.0,60400.0,59800.0,9322232.0,주가 상승
60400.0,60400.0,61100.0,60100.0,13268226.0,주가 상승
59800.0,60300.0,60300.0,59500.0,17260416.0,주가 하락 또는 변동 없음
59000.0,59400.0,59400.0,58800.0,14428882.0,주가 하락 또는 변동 없음
58100.0,58200.0,58500.0,57500.0,22636966.0,주가 하락 또는 변동 없음
56600.0,58000.0,58000.0,56600.0,26907844.0,주가 하락 또는 변동 없음
57400.0,56400.0,57500.0,56000.0,20489076.0,주가 상승
58800.0,57900.0,58900.0,57600.0,14950919.0,주가 상승
58500.0,58900.0,59000.0,57800.0,21718561.0,주가 하락 또는 변동 없음
60300.0,59000.0,60300.0,58800.0,20639475.0,주가 상승
60100.0,60700.0,60800.0,59600.0,16910230.0,주가 하락 또는 변동 없음
60200.0,60700.0,60900.0,60100.0,15892961.0,주가 상승
60200.0,60500.0,60500.0,59500.0,19073552.0,주가 하락 또는 변동 없음
61300.0,60700.0,61400.0,60400.0,25628510.0,주가 상승
61000.0,61000.0,61400.0,60700.0,19800573.0,주가 하락 또는 변동 없음
63200.0,61300.0,63200.0,61000.0,31508829.0,주가 상승
66300.0,64000.0,66700.0,63900.0,36354334.0,주가 상승
65700.0,67000.0,67000.0,65600.0,30204089.0,주가 하락 또는 변동 없음
64800.0,65700.0,66200.0,64700.0,22963790.0,주가 하락 또는 변동 없음
64600.0,64100.0,64800.0,63900.0,16590290.0,주가 하락 또는 변동 없음
64700.0,63900.0,65200.0,63900.0,15068682.0,주가 상승
67500.0,64800.0,67800.0,64700.0,27134398.0,주가 상승
67700.0,67900.0,69500.0,67000.0,32158235.0,주가 상승
66600.0,67900.0,68300.0,66500.0,32447065.0,주가 하락 또는 변동 없음
68000.0,66100.0,68000.0,66000.0,19023323.0,주가 상승
68200.0,68000.0,68400.0,67600.0,14063434.0,주가 상승
66700.0,68400.0,68600.0,66700.0,43811016.0,주가 하락 또는 변동 없음
67800.0,67100.0,68300.0,67100.0,22327173.0,주가 상승
69500.0,68400.0,69900.0,68300.0,29703942.0,주가 상승
69700.0,70100.0,70500.0,69300.0,23677989.0,주가 상승
71500.0,70400.0,72100.0,70100.0,28130533.0,주가 상승
72900.0,72400.0,73500.0,71900.0,28490496.0,주가 상승
71700.0,72200.0,72900.0,71600.0,25000338.0,주가 하락 또는 변동 없음
73900.0,72100.0,73900.0,72000.0,24077996.0,주가 상승
72900.0,72700.0,73800.0,72500.0,39882928.0,주가 하락 또는 변동 없음
73400.0,73500.0,73800.0,73100.0,18486672.0,주가 상승
73800.0,73600.0,74500.0,73200.0,21453578.0,주가 상승
